"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN018103100","PATIALA, IN","2015-04-29","0.08",,"83","98","69"
"IN018103100","PATIALA, IN","2015-04-30","0.00",,"83","98",
"IN018103100","PATIALA, IN","2015-05-01","0.47",,"81","96","68"
"IN018103100","PATIALA, IN","2015-05-02","0.00",,"83","99","70"
"IN018103100","PATIALA, IN","2015-05-03",,,"82","100","68"
"IN018103100","PATIALA, IN","2015-05-04",,,"86","102","68"
"IN018103100","PATIALA, IN","2015-05-05",,,"88","105","71"
"IN018103100","PATIALA, IN","2015-05-06",,,"90","107","74"
"IN018103100","PATIALA, IN","2015-05-07",,,"90","108",
"IN018103100","PATIALA, IN","2015-05-08",,,"93","108","77"
"IN018103100","PATIALA, IN","2015-05-09",,,"89","108","80"
"IN018103100","PATIALA, IN","2015-05-10",,,"92","106",
"IN018103100","PATIALA, IN","2015-05-11","0.16",,"89","105","74"
"IN018103100","PATIALA, IN","2015-05-12","0.04",,"83","101",
"IN018103100","PATIALA, IN","2015-05-13","0.00",,"81",,
"IN018103100","PATIALA, IN","2015-05-14","0.00",,"84","98","73"
"IN018103100","PATIALA, IN","2015-05-15",,,"78","97","72"
"IN018103100","PATIALA, IN","2015-05-16",,,"86","100","69"
"IN018103100","PATIALA, IN","2015-05-17",,,"89","102","76"
"IN018103100","PATIALA, IN","2015-05-18",,,"92",,"80"
"IN018103100","PATIALA, IN","2015-05-19",,,"88","106","78"
"IN018103100","PATIALA, IN","2015-05-20",,,"92","106","78"
"IN018103100","PATIALA, IN","2015-05-21",,,"94","108","80"
"IN018103100","PATIALA, IN","2015-05-22",,,"94","109","76"
"IN018103100","PATIALA, IN","2015-05-23",,,"96",,"80"
"IN018103100","PATIALA, IN","2015-05-24",,,"96","110","81"
"IN018103100","PATIALA, IN","2015-05-25",,,"96","109","83"
"IN018103100","PATIALA, IN","2015-05-26",,,"96","109","83"
"IN018103100","PATIALA, IN","2015-05-27",,,"92","108","76"
"IN018103100","PATIALA, IN","2015-05-28",,,"93","108","80"
"IN018103100","PATIALA, IN","2015-05-29",,,"91","107","82"
"IN018103100","PATIALA, IN","2015-05-30",,,"95","108","80"
"IN018103100","PATIALA, IN","2015-05-31",,,"88","108",
"IN018103100","PATIALA, IN","2015-06-01","0.01",,"87",,"73"
"IN018103100","PATIALA, IN","2015-06-02","0.01",,"85","102",
"IN018103100","PATIALA, IN","2015-06-03","0.00",,"83","98","74"
"IN018103100","PATIALA, IN","2015-06-04",,,"85","99",
"IN018103100","PATIALA, IN","2015-06-05","0.59",,"84","99","71"
"IN018103100","PATIALA, IN","2015-06-06","0.00",,"88","101","76"
"IN018103100","PATIALA, IN","2015-06-07",,,"92","105","75"
"IN018103100","PATIALA, IN","2015-06-08",,,"94","109","78"
"IN018103100","PATIALA, IN","2015-06-09",,,"98","109","81"
"IN018103100","PATIALA, IN","2015-06-10",,,"92","109",
"IN018103100","PATIALA, IN","2015-06-11",,,"92","106","77"
"IN018103100","PATIALA, IN","2015-06-12",,,"94","106","81"
"IN018103100","PATIALA, IN","2015-06-13","0.00",,"85","106",
"IN018103100","PATIALA, IN","2015-06-14","0.16",,"83","100","76"
"IN018103100","PATIALA, IN","2015-06-15","0.00",,"87","98",
"IN018103100","PATIALA, IN","2015-06-16",,,"92","102",
"IN018103100","PATIALA, IN","2015-06-17",,,"94","104","82"
"IN018103100","PATIALA, IN","2015-06-18",,,"96","107","85"
"IN018103100","PATIALA, IN","2015-06-19",,,"96","107","86"
"IN018103100","PATIALA, IN","2015-06-20","0.03",,"86","107","77"
"IN018103100","PATIALA, IN","2015-06-21","1.38",,"83","96","76"
"IN018103100","PATIALA, IN","2015-06-22","0.43",,"90","100",
"IN018103100","PATIALA, IN","2015-06-23","0.00",,"84","100",
"IN018103100","PATIALA, IN","2015-06-24","0.03",,"85","98",
"IN018103100","PATIALA, IN","2015-06-25","0.39",,"83","94","73"
"IN018103100","PATIALA, IN","2015-06-26","0.01",,"88","98","78"
"IN018103100","PATIALA, IN","2015-06-27","0.00",,"91","101","80"
"IN018103100","PATIALA, IN","2015-06-28",,,"94",,"82"
"IN018103100","PATIALA, IN","2015-06-29",,,"83","103",
"IN018103100","PATIALA, IN","2015-06-30","0.94",,"84","93","71"
"IN018103100","PATIALA, IN","2015-07-01","0.00",,"88","97","80"
"IN018103100","PATIALA, IN","2015-07-02",,,"89","98","81"
"IN018103100","PATIALA, IN","2015-07-03",,,"91","99",
"IN018103100","PATIALA, IN","2015-07-04",,,"91","100","81"
"IN018103100","PATIALA, IN","2015-07-05",,,"92","100","87"
"IN018103100","PATIALA, IN","2015-07-06","0.75",,"82","97","76"
"IN018103100","PATIALA, IN","2015-07-07","0.00",,"84","91","79"
"IN018103100","PATIALA, IN","2015-07-08","0.00",,"83","91","80"
"IN018103100","PATIALA, IN","2015-07-09","1.02",,"86","93","82"
"IN018103100","PATIALA, IN","2015-07-10","0.00",,"80","93",
"IN018103100","PATIALA, IN","2015-07-11","0.20",,"77","87","74"
"IN018103100","PATIALA, IN","2015-07-12","1.42",,"78","82","75"
"IN018103100","PATIALA, IN","2015-07-13","4.61",,"82","89","75"
"IN018103100","PATIALA, IN","2015-07-14","0.00",,"87","94","79"
"IN018103100","PATIALA, IN","2015-07-15",,,"91","97",
"IN018103100","PATIALA, IN","2015-07-16",,,"87","93",
"IN018103100","PATIALA, IN","2015-07-17","1.93",,"85","93","74"
"IN018103100","PATIALA, IN","2015-07-18","0.00",,"82","90",
"IN018103100","PATIALA, IN","2015-07-19","1.26",,"85","94","77"
"IN018103100","PATIALA, IN","2015-07-20","0.00",,"85","94",
"IN018103100","PATIALA, IN","2015-07-21",,,"88",,"81"
"IN018103100","PATIALA, IN","2015-07-22",,,"85","95","82"
"IN018103100","PATIALA, IN","2015-07-23",,,"87","93","82"
"IN018103100","PATIALA, IN","2015-07-24",,,"87","93","82"
"IN018103100","PATIALA, IN","2015-07-25",,,"89","95","83"
"IN018103100","PATIALA, IN","2015-07-26",,,"88","95","81"
"IN018103100","PATIALA, IN","2015-07-27",,,"87","95","81"
"IN018103100","PATIALA, IN","2015-07-28",,,"86","94","80"
"IN018103100","PATIALA, IN","2015-07-29",,,"86","92","80"
"IN018103100","PATIALA, IN","2015-07-30",,,"85","92","80"
"IN018103100","PATIALA, IN","2015-07-31",,,"83","91","80"
"IN018103100","PATIALA, IN","2015-08-01","0.00",,"82","89","79"
"IN018103100","PATIALA, IN","2015-08-02","0.01",,"82","89","78"
"IN018103100","PATIALA, IN","2015-08-03","0.00",,"86","93","79"
"IN018103100","PATIALA, IN","2015-08-04",,,"87","94","81"
"IN018103100","PATIALA, IN","2015-08-05","0.00",,"83","94",
"IN018103100","PATIALA, IN","2015-08-06",,,"86","92","79"
"IN018103100","PATIALA, IN","2015-08-07","0.47",,"80","92",
"IN018103100","PATIALA, IN","2015-08-08","0.31",,"78","83","78"
"IN018103100","PATIALA, IN","2015-08-09","0.00",,"81","88","78"
"IN018103100","PATIALA, IN","2015-08-10","0.16",,"85","93","79"
"IN018103100","PATIALA, IN","2015-08-11","0.00",,"83","93",
"IN018103100","PATIALA, IN","2015-08-12","0.01",,"85","92",
"IN018103100","PATIALA, IN","2015-08-13","0.00",,"87",,"81"
"IN018103100","PATIALA, IN","2015-08-14",,,"83","95",
"IN018103100","PATIALA, IN","2015-08-15",,,"84","91","79"
"IN018103100","PATIALA, IN","2015-08-16",,,"84","92","80"
"IN018103100","PATIALA, IN","2015-08-17",,,"87","95","81"
"IN018103100","PATIALA, IN","2015-08-18","0.31",,"84","95","76"
"IN018103100","PATIALA, IN","2015-08-19","0.71",,"83","94","74"
"IN018103100","PATIALA, IN","2015-08-20","0.12",,"86","92","81"
"IN018103100","PATIALA, IN","2015-08-21","0.00",,"84","94",
"IN018103100","PATIALA, IN","2015-08-22","1.46",,"80","94","74"
"IN018103100","PATIALA, IN","2015-08-23","0.04",,"85","94","78"
"IN018103100","PATIALA, IN","2015-08-24","0.00",,"85","94","78"
"IN018103100","PATIALA, IN","2015-08-25",,,"86","94","79"
"IN018103100","PATIALA, IN","2015-08-26",,,"87","95","81"
"IN018103100","PATIALA, IN","2015-08-27",,,"88","95","82"
"IN018103100","PATIALA, IN","2015-08-28",,,"85","95","80"
"IN018103100","PATIALA, IN","2015-08-29",,,"87","95","79"
"IN018103100","PATIALA, IN","2015-08-30",,,"88","96","81"
"IN018103100","PATIALA, IN","2015-08-31",,,"87","96","82"
"IN018103100","PATIALA, IN","2015-09-01",,,"87","96",
"IN018103100","PATIALA, IN","2015-09-02",,,"87","95","80"
"IN018103100","PATIALA, IN","2015-09-03",,,"86","95",
"IN018103100","PATIALA, IN","2015-09-04",,,"86","95","78"
"IN018103100","PATIALA, IN","2015-09-05",,,"85","95","79"
"IN018103100","PATIALA, IN","2015-09-06",,,"85","96","78"
"IN018103100","PATIALA, IN","2015-09-07",,,"85","96","77"
"IN018103100","PATIALA, IN","2015-09-08",,,"85","94","78"
"IN018103100","PATIALA, IN","2015-09-09",,,"85","95","77"
"IN018103100","PATIALA, IN","2015-09-10",,,"85","96","76"
"IN018103100","PATIALA, IN","2015-09-11",,,"86","96","75"
"IN018103100","PATIALA, IN","2015-09-12",,,"86","96","76"
"IN018103100","PATIALA, IN","2015-09-13",,,"86","96","78"
"IN018103100","PATIALA, IN","2015-09-14",,,"87","96","80"
"IN018103100","PATIALA, IN","2015-09-15",,,"87","96",
"IN018103100","PATIALA, IN","2015-09-16",,,"81","94",
"IN018103100","PATIALA, IN","2015-09-17","0.00",,"83","94","69"
"IN018103100","PATIALA, IN","2015-09-18",,,"84","94","76"
"IN018103100","PATIALA, IN","2015-09-19","0.00",,"81","93","79"
"IN018103100","PATIALA, IN","2015-09-20","0.51",,"74","88",
"IN018103100","PATIALA, IN","2015-09-21","1.89",,"82","91",
"IN018103100","PATIALA, IN","2015-09-22","0.00",,"81","91",
"IN018103100","PATIALA, IN","2015-09-23","0.51",,"78","89","74"
"IN018103100","PATIALA, IN","2015-09-24","0.00",,"80","88","73"
"IN018103100","PATIALA, IN","2015-09-25",,,"78","90",
"IN018103100","PATIALA, IN","2015-09-26",,,"82","92","73"
"IN018103100","PATIALA, IN","2015-09-27",,,"79","92",
"IN018103100","PATIALA, IN","2015-09-28",,,"80","91","71"
"IN018103100","PATIALA, IN","2015-09-29",,,"79","91","71"
"IN018103100","PATIALA, IN","2015-09-30",,,"78","92","68"
"IN018103100","PATIALA, IN","2015-10-01",,,"79","92","68"
"IN018103100","PATIALA, IN","2015-10-02",,,"80","92","67"
"IN018103100","PATIALA, IN","2015-10-03",,,"81","93",
"IN018103100","PATIALA, IN","2015-10-04",,,"80","94","71"
"IN018103100","PATIALA, IN","2015-10-05",,,"80","94","72"
"IN018103100","PATIALA, IN","2015-10-06",,,"80","93","70"
"IN018103100","PATIALA, IN","2015-10-07",,,"81","93","72"
"IN018103100","PATIALA, IN","2015-10-08",,,"80","93","70"
"IN018103100","PATIALA, IN","2015-10-09",,,"78","93","69"
"IN018103100","PATIALA, IN","2015-10-10",,,"80","94","70"
"IN018103100","PATIALA, IN","2015-10-11",,,"82","94","72"
"IN018103100","PATIALA, IN","2015-10-12",,,"80","94","75"
"IN018103100","PATIALA, IN","2015-10-13",,,"79","93","74"
"IN018103100","PATIALA, IN","2015-10-14",,,"74","90",
"IN018103100","PATIALA, IN","2015-10-15",,,"76","90","65"
"IN018103100","PATIALA, IN","2015-10-16",,,"77","90","66"
"IN018103100","PATIALA, IN","2015-10-17",,,"78","90","65"
"IN018103100","PATIALA, IN","2015-10-18",,,"78","91","67"
"IN018103100","PATIALA, IN","2015-10-19",,,"79","92","67"
"IN018103100","PATIALA, IN","2015-10-20",,,"79","94","71"
"IN018103100","PATIALA, IN","2015-10-21",,,"76","94","66"
"IN018103100","PATIALA, IN","2015-10-22",,,"76","90","66"
"IN018103100","PATIALA, IN","2015-10-23",,,"76","90","65"
"IN018103100","PATIALA, IN","2015-10-24",,,"75","90","63"
"IN018103100","PATIALA, IN","2015-10-25",,,"74","90",
"IN018103100","PATIALA, IN","2015-10-26","0.20",,"74","89","62"
"IN018103100","PATIALA, IN","2015-10-27","0.00",,"72","89","63"
"IN018103100","PATIALA, IN","2015-10-28",,,"67","86",
"IN018103100","PATIALA, IN","2015-10-29",,,"69","84","57"
"IN018103100","PATIALA, IN","2015-10-30",,,"69","84","61"
"IN018103100","PATIALA, IN","2015-10-31",,,"70","85","59"
"IN018103100","PATIALA, IN","2015-11-01",,,"71","86","60"
"IN018103100","PATIALA, IN","2015-11-02",,,"68","86","61"
"IN018103100","PATIALA, IN","2015-11-03",,,"69","84","59"
"IN018103100","PATIALA, IN","2015-11-04",,,"70","84","59"
"IN018103100","PATIALA, IN","2015-11-05","0.16",,"70","84",
"IN018103100","PATIALA, IN","2015-11-06","0.00",,"70","83","61"
"IN018103100","PATIALA, IN","2015-11-07",,,"65","83","58"
"IN018103100","PATIALA, IN","2015-11-08",,,"67","80","58"
"IN018103100","PATIALA, IN","2015-11-09",,,"67","83","59"
"IN018103100","PATIALA, IN","2015-11-10",,,"69","83",
"IN018103100","PATIALA, IN","2015-11-11",,,"69","83","57"
"IN018103100","PATIALA, IN","2015-11-12",,,"69","83","58"
"IN018103100","PATIALA, IN","2015-11-13",,,"72","84","61"
"IN018103100","PATIALA, IN","2015-11-14",,,"71","87","62"
"IN018103100","PATIALA, IN","2015-11-15",,,"71","88","58"
"IN018103100","PATIALA, IN","2015-11-16","0.00",,"70","88","59"
"IN018103100","PATIALA, IN","2015-11-17",,,"66","84","55"
"IN018103100","PATIALA, IN","2015-11-18",,,"64","83","51"
"IN018103100","PATIALA, IN","2015-11-19",,,"64","83","50"
"IN018103100","PATIALA, IN","2015-11-20",,,"64","83","50"
"IN018103100","PATIALA, IN","2015-11-21",,,"65","84","51"
"IN018103100","PATIALA, IN","2015-11-22",,,"64","84","53"
"IN018103100","PATIALA, IN","2015-11-23",,,"65","83","50"
"IN018103100","PATIALA, IN","2015-11-24",,,"65","82","52"
"IN018103100","PATIALA, IN","2015-11-25",,,"65","82",
"IN018103100","PATIALA, IN","2015-11-26",,,"62","82","51"
"IN018103100","PATIALA, IN","2015-11-27",,,"63","76","52"
"IN018103100","PATIALA, IN","2015-11-28",,,"67","76","58"
"IN018103100","PATIALA, IN","2015-11-29","0.00",,"65","77","58"
"IN018103100","PATIALA, IN","2015-11-30",,,"66","79","57"
"IN018103100","PATIALA, IN","2015-12-01",,,"67",,"54"
"IN018103100","PATIALA, IN","2015-12-02",,,"63","78","53"
"IN018103100","PATIALA, IN","2015-12-03",,,"61","76","52"
"IN018103100","PATIALA, IN","2015-12-04",,,"62","79","51"
"IN018103100","PATIALA, IN","2015-12-05",,,"60","79","49"
"IN018103100","PATIALA, IN","2015-12-06",,,"60","76","49"
"IN018103100","PATIALA, IN","2015-12-07",,,"62","74","52"
"IN018103100","PATIALA, IN","2015-12-08",,,"60","74","51"
"IN018103100","PATIALA, IN","2015-12-09",,,"60","72","52"
"IN018103100","PATIALA, IN","2015-12-10",,,"63","72","56"
"IN018103100","PATIALA, IN","2015-12-11","0.00",,"60","72",
"IN018103100","PATIALA, IN","2015-12-12",,,"58","68","51"
"IN018103100","PATIALA, IN","2015-12-13",,,"56","69","46"
"IN018103100","PATIALA, IN","2015-12-14",,,"56","69","46"
"IN018103100","PATIALA, IN","2015-12-15",,,"55","69",
"IN018103100","PATIALA, IN","2015-12-16",,,"53","69","40"
"IN018103100","PATIALA, IN","2015-12-17",,,"55","69","47"
"IN018103100","PATIALA, IN","2015-12-18",,,"55","69","44"
"IN018103100","PATIALA, IN","2015-12-19",,,"53","69","44"
"IN018103100","PATIALA, IN","2015-12-20",,,"53","69","42"
"IN018103100","PATIALA, IN","2015-12-21",,,"53","68","41"
"IN018103100","PATIALA, IN","2015-12-22",,,"53","68","43"
"IN018103100","PATIALA, IN","2015-12-23",,,"52","68","43"
"IN018103100","PATIALA, IN","2015-12-24",,,"52","66","45"
"IN018103100","PATIALA, IN","2015-12-25",,,"52","65","44"
"IN018103100","PATIALA, IN","2015-12-26",,,"55","68","45"
"IN018103100","PATIALA, IN","2015-12-27",,,"58","71","46"
"IN018103100","PATIALA, IN","2015-12-28",,,"59","74","48"
"IN018103100","PATIALA, IN","2015-12-29",,,"59","74","49"
"IN018103100","PATIALA, IN","2015-12-30",,,"58","73","45"
"IN018103100","PATIALA, IN","2015-12-31",,,"56","73","43"
"IN018103100","PATIALA, IN","2016-01-01",,,"55","72","45"
"IN018103100","PATIALA, IN","2016-01-02",,,"55","70","41"
"IN018103100","PATIALA, IN","2016-01-03",,,"54","72","42"
"IN018103100","PATIALA, IN","2016-01-04",,,"57","72","44"
"IN018103100","PATIALA, IN","2016-01-05","0.00",,"59","73","49"
"IN018103100","PATIALA, IN","2016-01-06",,,"60","73","50"
"IN018103100","PATIALA, IN","2016-01-07",,,"58","73","49"
"IN018103100","PATIALA, IN","2016-01-08",,,"59","71","51"
"IN018103100","PATIALA, IN","2016-01-09",,,"57","71","49"
"IN018103100","PATIALA, IN","2016-01-10",,,"56","71","46"
"IN018103100","PATIALA, IN","2016-01-11",,,"56","72","42"
"IN018103100","PATIALA, IN","2016-01-12",,,"59","72","47"
"IN018103100","PATIALA, IN","2016-01-13","0.08",,"58","71","51"
"IN018103100","PATIALA, IN","2016-01-14","0.00",,"54","69",
"IN018103100","PATIALA, IN","2016-01-15",,,"54","59",
"IN018103100","PATIALA, IN","2016-01-16",,,"54","61","51"
"IN018103100","PATIALA, IN","2016-01-17",,,"52",,
"IN018103100","PATIALA, IN","2016-01-18",,,"51","64","43"
"IN018103100","PATIALA, IN","2016-01-19",,,"50","63","46"
"IN018103100","PATIALA, IN","2016-01-20",,,"51","55","48"
"IN018103100","PATIALA, IN","2016-01-21",,,"47","56",
"IN018103100","PATIALA, IN","2016-01-22",,,"44","52","42"
"IN018103100","PATIALA, IN","2016-01-23",,,"47",,
"IN018103100","PATIALA, IN","2016-01-24",,,"45","55","41"
"IN018103100","PATIALA, IN","2016-01-25",,,"46",,
"IN018103100","PATIALA, IN","2016-01-26",,,"50",,"43"
"IN018103100","PATIALA, IN","2016-01-27",,,"55",,"40"
"IN018103100","PATIALA, IN","2016-01-28",,,"58",,"45"
"IN018103100","PATIALA, IN","2016-01-29","0.00",,"60","72",
"IN018103100","PATIALA, IN","2016-01-30",,,"63",,"53"
"IN018103100","PATIALA, IN","2016-01-31",,,"58","77","52"
"IN018103100","PATIALA, IN","2016-02-01",,,"56",,"44"
"IN018103100","PATIALA, IN","2016-02-02",,,"56","71","44"
"IN018103100","PATIALA, IN","2016-02-03",,,"57","70","47"
"IN018103100","PATIALA, IN","2016-02-04",,,"58",,"46"
"IN018103100","PATIALA, IN","2016-02-05",,,"59","74","47"
"IN018103100","PATIALA, IN","2016-02-06",,,"58","74","42"
"IN018103100","PATIALA, IN","2016-02-07","0.08",,"58","72",
"IN018103100","PATIALA, IN","2016-02-08","0.00",,"59",,"46"
"IN018103100","PATIALA, IN","2016-02-09",,,"60",,"49"
"IN018103100","PATIALA, IN","2016-02-10",,,"60","74","47"
"IN018103100","PATIALA, IN","2016-02-11",,,"60","75",
"IN018103100","PATIALA, IN","2016-02-12",,,"60","73","47"
"IN018103100","PATIALA, IN","2016-02-13","0.04",,"57","73",
"IN018103100","PATIALA, IN","2016-02-14","0.02",,"59",,"47"
"IN018103100","PATIALA, IN","2016-02-15","0.00",,"58","74","48"
"IN018103100","PATIALA, IN","2016-02-16",,,"58","73","46"
"IN018103100","PATIALA, IN","2016-02-17",,,"61",,"45"
"IN018103100","PATIALA, IN","2016-02-18",,,"66","77","56"
"IN018103100","PATIALA, IN","2016-02-19","0.00",,"68","79","62"
"IN018103100","PATIALA, IN","2016-02-20","0.08",,"68",,
"IN018103100","PATIALA, IN","2016-02-21","0.00",,"64","81","54"
"IN018103100","PATIALA, IN","2016-02-22",,,"65","77","55"
"IN018103100","PATIALA, IN","2016-02-23",,,"65",,"53"
"IN018103100","PATIALA, IN","2016-02-24",,,"67","79","51"
"IN018103100","PATIALA, IN","2016-02-25",,,"65","79","54"
"IN018103100","PATIALA, IN","2016-02-26",,,"67","80","51"
"IN018103100","PATIALA, IN","2016-02-27",,,"66","82","54"
"IN018103100","PATIALA, IN","2016-02-28",,,"67","81","55"
"IN018103100","PATIALA, IN","2016-02-29",,,"68",,"53"
"IN018103100","PATIALA, IN","2016-03-01",,,"69","84","56"
"IN018103100","PATIALA, IN","2016-03-02",,,"70","84","58"
"IN018103100","PATIALA, IN","2016-03-03",,,"71","85","56"
"IN018103100","PATIALA, IN","2016-03-04",,,"72",,"60"
"IN018103100","PATIALA, IN","2016-03-05","0.00",,"68","88",
"IN018103100","PATIALA, IN","2016-03-06","0.24",,"64","83","54"
"IN018103100","PATIALA, IN","2016-03-07","0.08",,"68",,"55"
"IN018103100","PATIALA, IN","2016-03-08","0.00",,"70","82","58"
"IN018103100","PATIALA, IN","2016-03-09",,,"72","82","61"
"IN018103100","PATIALA, IN","2016-03-10",,,"72","83","62"
"IN018103100","PATIALA, IN","2016-03-11","0.00",,"72","85",
"IN018103100","PATIALA, IN","2016-03-12","0.24",,"62",,
"IN018103100","PATIALA, IN","2016-03-13","1.02",,"67",,"58"
"IN018103100","PATIALA, IN","2016-03-14","0.04",,"68","78",
"IN018103100","PATIALA, IN","2016-03-15","0.00",,"68",,"56"
"IN018103100","PATIALA, IN","2016-03-16",,,"67","82","56"
"IN018103100","PATIALA, IN","2016-03-17",,,"67","79","59"
"IN018103100","PATIALA, IN","2016-03-18","0.00",,"73",,"58"
"IN018103100","PATIALA, IN","2016-03-19","0.12",,"74",,"64"
"IN018103100","PATIALA, IN","2016-03-20","0.12",,"71","88","61"
"IN018103100","PATIALA, IN","2016-03-21","0.00",,"69","85",
"IN018103100","PATIALA, IN","2016-03-22",,,"69","83","56"
"IN018103100","PATIALA, IN","2016-03-23",,,"75",,
"IN018103100","PATIALA, IN","2016-03-24",,,"76",,"61"
"IN018103100","PATIALA, IN","2016-03-25",,,"75","93","63"
"IN018103100","PATIALA, IN","2016-03-26",,,"73","89","63"
"IN018103100","PATIALA, IN","2016-03-27",,,"73","89","61"
"IN018103100","PATIALA, IN","2016-03-28",,,"75",,"60"
"IN018103100","PATIALA, IN","2016-03-29",,,"77","92","64"
"IN018103100","PATIALA, IN","2016-03-30",,,"79",,"66"
"IN018103100","PATIALA, IN","2016-03-31",,,"79",,"65"
"IN018103100","PATIALA, IN","2016-04-01",,,"81","96","69"
"IN018103100","PATIALA, IN","2016-04-02",,,"85",,"69"
"IN018103100","PATIALA, IN","2016-04-03",,,"87","100","73"
"IN018103100","PATIALA, IN","2016-04-04",,,"85","100","73"
"IN018103100","PATIALA, IN","2016-04-05",,,"79","100",
"IN018103100","PATIALA, IN","2016-04-06",,,"78","91",
"IN018103100","PATIALA, IN","2016-04-07","0.02",,"79","94",
"IN018103100","PATIALA, IN","2016-04-08","0.00",,"80","94","62"
"IN018103100","PATIALA, IN","2016-04-09",,,"76","95","66"
"IN018103100","PATIALA, IN","2016-04-10",,,"80",,"67"
"IN018103100","PATIALA, IN","2016-04-11",,,"82","97","68"
"IN018103100","PATIALA, IN","2016-04-12","0.00",,"81","94","67"
"IN018103100","PATIALA, IN","2016-04-13",,,"83",,"67"
"IN018103100","PATIALA, IN","2016-04-14",,,"86",,"69"
"IN018103100","PATIALA, IN","2016-04-15",,,"86","102","70"
"IN018103100","PATIALA, IN","2016-04-18","0.00",,"88","107","75"
"IN018103100","PATIALA, IN","2016-04-19",,,"87","103","75"
"IN018103100","PATIALA, IN","2016-04-20",,,"87","102","75"
"IN018103100","PATIALA, IN","2016-04-21",,,"88","102","72"
"IN018103100","PATIALA, IN","2016-04-22","0.00",,"85","102",
"IN018103100","PATIALA, IN","2016-04-23","0.00",,"82","100","66"
"IN018103100","PATIALA, IN","2016-04-24",,,"82","97","67"
"IN018103100","PATIALA, IN","2016-04-25",,,"84",,"65"
"IN018103100","PATIALA, IN","2016-04-26",,,"86",,"68"
"IN018103100","PATIALA, IN","2016-04-28",,,"87","104","72"
"IN018103100","PATIALA, IN","2016-04-29",,,"87","103","72"
"IN018103100","PATIALA, IN","2016-04-30",,,"88",,"68"
"IN018103100","PATIALA, IN","2016-05-01",,,"92",,"74"
"IN018103100","PATIALA, IN","2016-05-02",,,"95",,"75"
"IN018103100","PATIALA, IN","2016-05-03",,,"89","111",
"IN018103100","PATIALA, IN","2016-05-04",,,"88","99",
"IN018103100","PATIALA, IN","2016-05-05",,,"84","100","75"
"IN018103100","PATIALA, IN","2016-05-06",,,"85",,"74"
"IN018103100","PATIALA, IN","2016-05-07",,,"89",,
"IN018103100","PATIALA, IN","2016-05-08",,,"89","101","80"
"IN018103100","PATIALA, IN","2016-05-09",,,"89","99","80"
"IN018103100","PATIALA, IN","2016-05-10",,,"86","100",
"IN018103100","PATIALA, IN","2016-05-11",,,"85","101","72"
"IN018103100","PATIALA, IN","2016-05-12",,,"90",,"75"
"IN018103100","PATIALA, IN","2016-05-13",,,"92",,"80"
"IN018103100","PATIALA, IN","2016-05-14","0.04",,"91","107","75"
"IN018103100","PATIALA, IN","2016-05-15","0.00",,"94",,"80"
"IN018103100","PATIALA, IN","2016-05-16",,,"94","108","77"
"IN018103100","PATIALA, IN","2016-05-17",,,"94","108","79"
"IN018103100","PATIALA, IN","2016-05-18",,,"96",,"80"
"IN018103100","PATIALA, IN","2016-05-19",,,"95","112","84"
"IN018103100","PATIALA, IN","2016-05-20",,,"94","109",
"IN018103100","PATIALA, IN","2016-05-21",,,"93","108","82"
"IN018103100","PATIALA, IN","2016-05-22",,,"93","107","82"
"IN018103100","PATIALA, IN","2016-05-23","0.00",,"83","105",
"IN018103100","PATIALA, IN","2016-05-24","1.77",,"81","100","71"
"IN018103100","PATIALA, IN","2016-05-25","0.00",,"87",,"75"
"IN018103100","PATIALA, IN","2016-05-26",,,"89",,"74"
"IN018103100","PATIALA, IN","2016-05-27",,,"93",,"80"
"IN018103100","PATIALA, IN","2016-05-28",,,"93","106",
"IN018103100","PATIALA, IN","2016-05-29","0.20",,"81","107","72"
"IN018103100","PATIALA, IN","2016-05-30","0.16",,"81","92","70"
"IN018103100","PATIALA, IN","2016-05-31","0.00",,"90",,"73"
"IN018103100","PATIALA, IN","2016-06-01",,,"95",,"79"
"IN018103100","PATIALA, IN","2016-06-02",,,"96",,"85"
"IN018103100","PATIALA, IN","2016-06-03",,,"94","108","83"
"IN018103100","PATIALA, IN","2016-06-04",,,"96",,"84"
"IN018103100","PATIALA, IN","2016-06-05",,,"93","110",
"IN018103100","PATIALA, IN","2016-06-06",,,"87","108",
"IN018103100","PATIALA, IN","2016-06-07",,,"86","101","78"
"IN018103100","PATIALA, IN","2016-06-08",,,"91",,"79"
"IN018103100","PATIALA, IN","2016-06-09",,,"89","103","83"
"IN018103100","PATIALA, IN","2016-06-10",,,"92",,
"IN018103100","PATIALA, IN","2016-06-11",,,"87","106","79"
"IN018103100","PATIALA, IN","2016-06-12",,,"92",,"80"
"IN018103100","PATIALA, IN","2016-06-13",,,"92","104","85"
"IN018103100","PATIALA, IN","2016-06-14","0.01",,"89","106","82"
"IN018103100","PATIALA, IN","2016-06-15","0.04",,"85","101","80"
"IN018103100","PATIALA, IN","2016-06-16","0.00",,"88",,"76"
"IN018103100","PATIALA, IN","2016-06-17",,,"91","99","81"
"IN018103100","PATIALA, IN","2016-06-18",,,"89","101",
"IN018103100","PATIALA, IN","2016-06-19",,,"92",,"84"
"IN018103100","PATIALA, IN","2016-06-20",,,"91","99",
"IN018103100","PATIALA, IN","2016-06-21",,,"89","102","82"
